itr,IS_mean,IS_std,FID,_stamp
2000,4.160910606384277,0.03182089328765869,82.22979370799146,1763276465.2450507
4000,4.682375431060791,0.058504194021224976,77.16505563838888,1763276756.706405
6000,5.194783687591553,0.0543832965195179,68.04741983938044,1763277048.2884228
8000,5.765866756439209,0.060253649950027466,58.594088011928136,1763277346.756011
10000,6.278378009796143,0.06310491263866425,53.901003116887125,1763277641.9791186
12000,6.805617332458496,0.09126906841993332,52.918362006685356,1763277937.4802847
14000,7.1861419677734375,0.1000264436006546,52.576723195932004,1763278231.3555117
16000,7.4611639976501465,0.07932179421186447,52.25977789570214,1763278524.3338172
18000,7.678330421447754,0.08880817890167236,52.001256215993294,1763278818.9476395
20000,7.8853278160095215,0.11464575678110123,51.68248239562689,1763279110.7662692
22000,7.97058629989624,0.10582166165113449,51.14731049595093,1763279404.730151
24000,8.110112190246582,0.09560680389404297,50.70268614407075,1763279699.3837547
26000,8.12385082244873,0.1134563535451889,50.35122055773894,1763279994.8073616
28000,8.1057710647583,0.07939957082271576,49.67493956127828,1763280285.9267602
30000,8.208866119384766,0.04840461537241936,48.83048414442953,1763280577.8996348
32000,8.224614143371582,0.05556470900774002,48.6412873330363,1763280871.831121
34000,8.224554061889648,0.13935565948486328,48.41432362756393,1763281166.6734421
36000,8.173593521118164,0.11129655689001083,48.09372409385969,1763281460.1732605
38000,8.19969367980957,0.08925723284482956,47.493995250365344,1763281754.52137
40000,8.239089965820312,0.07003334909677505,47.15925427362288,1763282047.8159971
42000,8.238260269165039,0.09930042177438736,46.989233100789534,1763282339.15709
44000,8.289129257202148,0.1519283652305603,47.09577445576599,1763282629.759371
46000,8.349532127380371,0.09403999894857407,46.66962281871463,1763282924.2768147
48000,8.280130386352539,0.1251397430896759,46.78489242908239,1763283219.877644
50000,8.22520637512207,0.05825671926140785,46.30685774838719,1763283511.7117043
52000,8.279131889343262,0.08624336868524551,45.97052542827146,1763283804.5722349
54000,8.212287902832031,0.10539739578962326,45.83791105515286,1763284096.0608559
56000,8.220195770263672,0.1105305403470993,45.70604442838351,1763284390.8523574
58000,8.225059509277344,0.03573421388864517,45.593890462374304,1763284687.5843706
60000,8.260859489440918,0.0797426700592041,45.02020493783965,1763284981.6609766
62000,8.244671821594238,0.1190820187330246,45.149893714208474,1763285277.1268022
64000,8.199380874633789,0.11951640993356705,44.943000142299525,1763285574.3293588
66000,8.258699417114258,0.0902484804391861,44.91507924553355,1763285866.5479844
68000,8.267335891723633,0.056695472449064255,44.63560586773713,1763286157.4420068
70000,8.210942268371582,0.06301264464855194,44.625411311129994,1763286449.4467611
72000,8.230314254760742,0.12240341305732727,44.66984459161591,1763286738.5086153
74000,8.257779121398926,0.11115256696939468,44.716920498012826,1763287029.2643018
76000,8.247828483581543,0.111516073346138,44.2735452362183,1763287322.617429
78000,8.294450759887695,0.11799502372741699,44.52406813060651,1763287612.1998107
80000,8.224151611328125,0.12455158680677414,44.278282006209224,1763287903.8624403
82000,8.245208740234375,0.1257535070180893,43.842685319971,1763288197.278996
84000,8.253360748291016,0.07747748494148254,43.96125646777335,1763288488.1175184
86000,8.280961036682129,0.07658810168504715,44.04084698990988,1763288779.4058073
88000,8.263193130493164,0.11677820235490799,43.7546993800222,1763289071.6983716
90000,8.306124687194824,0.12706373631954193,43.95960612913831,1763289366.5880327
92000,8.237439155578613,0.08144313842058182,43.454850094670064,1763289663.2294679
94000,8.228630065917969,0.08206657320261002,43.89289860985798,1763289959.6206489
96000,8.225732803344727,0.09844748675823212,43.278755053879195,1763290254.6817632
98000,8.267389297485352,0.0898510068655014,43.75936729203494,1763290545.7749681
100000,8.200681686401367,0.12322008609771729,43.50180320578909,1763290836.9869661
102000,8.164023399353027,0.08349543809890747,43.36166088113032,1763291133.017815
104000,8.136053085327148,0.10076293349266052,43.73938000616806,1763291424.2969732
106000,8.201144218444824,0.09150339663028717,43.48937762440181,1763291716.3678925
108000,8.287375450134277,0.087388776242733,43.20245091821755,1763292007.9398382
110000,8.218685150146484,0.13112276792526245,43.476857031834356,1763292301.4141092
112000,8.278485298156738,0.07767815887928009,43.144151107650885,1763292593.4892147
114000,8.147461891174316,0.1034020334482193,43.19841731595602,1763292887.4078634
116000,8.195361137390137,0.12640511989593506,43.3873627465976,1763293181.6845398
118000,8.224713325500488,0.12105975300073624,42.88263639929386,1763293475.8604681
120000,8.170997619628906,0.11353803426027298,42.88904392085095,1763293766.5808272
122000,8.165677070617676,0.06533800065517426,42.90897952260343,1763294057.647018
124000,8.26341438293457,0.07896564155817032,42.97342190715642,1763294353.9926324
126000,8.216989517211914,0.12391319125890732,43.01878218620192,1763294648.6926405
128000,8.190034866333008,0.07133539766073227,42.93926585932883,1763294938.7282128
130000,8.119935035705566,0.10969804227352142,42.94666773442282,1763295228.9276273
132000,8.117581367492676,0.10457215458154678,42.70566755201048,1763295523.7063382
134000,8.111775398254395,0.10542729496955872,42.78786614281694,1763295812.9317062
136000,8.187383651733398,0.12193107604980469,43.41613589061171,1763296103.9278376
138000,8.138752937316895,0.06355731934309006,42.97953042510699,1763296396.6135292
140000,8.111116409301758,0.1105261966586113,42.676463566173936,1763296694.5090718
142000,8.158208847045898,0.09722504019737244,42.43179099958445,1763296986.6982691
144000,8.223392486572266,0.06722532957792282,42.825088446864925,1763297278.291826
146000,8.15514087677002,0.08767140656709671,42.85484115286346,1763297569.0184453
148000,8.10566520690918,0.13959772884845734,42.51096814340701,1763297863.5496716
150000,8.132184982299805,0.1274251639842987,42.469523653805425,1763298154.5400522
152000,8.167128562927246,0.13035646080970764,42.74761469871737,1763298444.2649264
154000,8.128763198852539,0.08363807946443558,42.31757850863664,1763298736.9674964
156000,8.15496826171875,0.1290733963251114,42.52067459935648,1763299032.3843937
158000,8.096807479858398,0.09144468605518341,42.45411360896753,1763299325.1625655
160000,8.090852737426758,0.10746166855096817,42.66749948883779,1763299616.400811
162000,8.155448913574219,0.07699660211801529,42.740085039919165,1763299908.2075207
164000,8.132538795471191,0.07759510725736618,42.44295182999656,1763300201.4518213
166000,8.13586139678955,0.11316727846860886,42.78461058771347,1763300491.3207037
168000,8.183812141418457,0.10597851872444153,42.312457638334365,1763300782.0583792
170000,8.143027305603027,0.08318398892879486,42.4906693779198,1763301075.0845962
172000,8.111616134643555,0.10768939554691315,42.44482524881653,1763301367.2601888
174000,8.139168739318848,0.08840378373861313,42.81792855543745,1763301664.6554575
176000,8.08194351196289,0.0835178941488266,42.494654568921646,1763301956.4941196
178000,8.136969566345215,0.07021110504865646,42.55137408199164,1763302248.0569704
180000,8.125242233276367,0.10630983114242554,42.20235976392331,1763302541.2226043
182000,8.10601806640625,0.06576120853424072,41.6221432603798,1763302835.2376466
184000,8.097249984741211,0.05880172550678253,41.90101408298506,1763303130.278737
186000,8.095293045043945,0.06527784466743469,41.675892561234775,1763303418.0306017
188000,8.057458877563477,0.08996641635894775,42.02845107852335,1763303709.6999881
190000,8.078325271606445,0.10791134834289551,41.7663829481038,1763303999.0855443
192000,8.121160507202148,0.08933380246162415,42.37690865426839,1763304291.299786
194000,8.062742233276367,0.11305347830057144,42.06544129978215,1763304583.7162592
196000,8.095296859741211,0.08307310193777084,41.93398896884503,1763304871.7859147
198000,8.082204818725586,0.1390032172203064,41.793788144206985,1763305161.9726124
200000,8.118152618408203,0.09293241798877716,42.32564966673499,1763305450.9012375
202000,8.07120132446289,0.07444683462381363,41.938048490146116,1763305740.301515
204000,8.077006340026855,0.07304935157299042,41.98402547234775,1763306028.030212
206000,8.092439651489258,0.07098210602998734,41.73180128580998,1763306319.190749
208000,8.082965850830078,0.11749833822250366,41.82874932398431,1763306609.5153158
210000,8.099190711975098,0.11183997988700867,41.90281627340539,1763306899.4876642
212000,8.09791374206543,0.07263965159654617,41.9644630124717,1763307188.7684124
214000,8.10633373260498,0.09921592473983765,42.21749129164044,1763307481.2638323
216000,8.041154861450195,0.0933455154299736,42.080677724639884,1763307782.359806
218000,8.06278133392334,0.12447173148393631,42.12622426580754,1763308082.9246016
220000,8.068541526794434,0.09965310245752335,42.01803232806611,1763308372.6091635
222000,8.010960578918457,0.1105300560593605,42.111483090003844,1763308663.934827
224000,8.103784561157227,0.07876192033290863,41.8127665337027,1763308951.6343048
226000,7.993531227111816,0.10818000137805939,41.813699244480574,1763309246.8391612
228000,8.064674377441406,0.14340242743492126,42.13692628233082,1763309535.577242
230000,7.983506679534912,0.08053391426801682,42.114079789824814,1763309829.347007
232000,8.002839088439941,0.07625806331634521,41.873306484579416,1763310121.660886
234000,8.035961151123047,0.1019754707813263,41.462043071180005,1763310416.1667912
236000,8.092573165893555,0.07367657870054245,42.07002886502323,1763310708.3867302
238000,8.039932250976562,0.08684670180082321,41.932101582691075,1763310999.087765
240000,8.044330596923828,0.0936998575925827,41.624664347102964,1763311292.129084
242000,8.063885688781738,0.09791655093431473,41.49487206916393,1763311584.6927588
244000,8.0934476852417,0.11525431275367737,41.74710303384427,1763311878.7864785
246000,7.990759372711182,0.08125293254852295,41.3596203309429,1763312172.9944484
248000,8.054532051086426,0.11766402423381805,41.7646331398455,1763312465.9384394
250000,8.041216850280762,0.07847773283720016,41.68098608203053,1763312757.8369179
